variant	month	n_days	n_buy_fills	n_sell_fills	mean_r	mae_med	win_rate	turnover	deployed	gross	net	cost	turnover_x	cost_share
live_from1300	202602	232	292	292	-0.0593	-0.8997	0.3448	605648868.0000	481690460.7327	-334553.0000	-1726826.1074	1392273.1074	1.2573	4.1616
live_from1300	202603	295	470	470	-0.1009	-1.4556	0.3356	973025330.0000	612347608.3655	-1436945.0000	-3671813.8273	2234868.8273	1.5890	1.5553
live_from1300	202604	184	225	225	-0.0166	-0.4377	0.4402	466700440.0000	382266671.4010	715820.0000	-359130.0250	1074950.0250	1.2209	1.5017
live_from1300	202605	253	316	316	-0.0442	-0.9259	0.3874	649566545.0000	521878625.0533	109580.0000	-1384658.6505	1494238.6505	1.2447	13.6361
live_from1300	202606	176	252	252	-0.0431	-1.3544	0.5000	516390585.0000	361444753.5817	349045.0000	-839403.7923	1188448.7923	1.4287	3.4049
live_from1300	202607	80	119	119	-0.0130	-1.2156	0.4375	246250105.0000	166922119.5628	440285.0000	-127036.8543	567321.8543	1.4752	1.2885
live_from1300	202608	124	156	156	-0.0259	-0.5374	0.4032	322825490.0000	254754367.4240	382120.0000	-361200.1850	743320.1850	1.2672	1.9453
live_from1300	202609	236	279	279	-0.0887	-0.8000	0.2924	581449820.0000	492899493.8355	-1277080.0000	-2611668.8640	1334588.8640	1.1797	1.0450
trail_from0000	202509	136	140	140	-0.1007	-0.8117	0.2794	293682740.0000	285311280.2735	-1017930.0000	-1691211.7525	673281.7525	1.0293	0.6614
trail_from0000	202510	223	241	241	-0.0267	-0.5814	0.4126	510697020.0000	473118757.1700	401425.0000	-774041.2097	1175466.2097	1.0794	2.9282
trail_from0000	202511	373	407	407	-0.1068	-0.9368	0.3056	853155362.0000	782646556.3765	-3069492.0000	-5025149.9248	1955657.9248	1.0901	0.6371
trail_from0000	202512	404	440	440	-0.0506	-0.5935	0.3416	920906326.0000	847481529.1639	-385801.0000	-2503056.0776	2117255.0776	1.0866	5.4879
trail_from0000	202601	326	358	358	-0.0156	-0.6830	0.4202	749706460.0000	682874155.7610	1123010.0000	-603729.3295	1726739.3295	1.0979	1.5376
trail_from0000	202602	246	270	270	-0.0147	-0.6276	0.4553	559265810.0000	509931238.2140	839220.0000	-448895.6860	1288115.6860	1.0967	1.5349
trail_from0000	202603	318	398	398	-0.0905	-1.0119	0.3648	822289963.0000	658427346.2895	-1682339.0000	-3569988.8860	1887649.8860	1.2489	1.1220
trail_from0000	202604	190	215	215	-0.0406	-0.8455	0.3789	445104520.0000	395094175.2380	57120.0000	-966743.2040	1023863.2040	1.1266	17.9248
trail_from0000	202605	275	316	316	-0.1052	-1.0559	0.3527	652777231.0000	567948359.4770	-2017901.0000	-3514950.1442	1497049.1441	1.1494	0.7419
trail_from0000	202606	184	243	243	-0.0634	-1.4200	0.3859	494154270.0000	376726350.4775	-332370.0000	-1468210.2255	1135840.2255	1.3117	3.4174
trail_from0000	202607	89	109	109	-0.0210	-0.9036	0.4831	227137745.0000	186393549.8392	301550.0000	-221515.1460	523065.1460	1.2186	1.7346
trail_from0000	202608	128	144	144	0.0059	-0.6813	0.4531	296237875.0000	263090062.5908	770980.0000	87975.2805	683004.7195	1.1260	0.8859
trail_from0000	202609	243	274	274	-0.0181	-0.6849	0.4321	571489700.0000	507565273.3725	794180.0000	-521953.7970	1316133.7970	1.1259	1.6572
trail_from0930	202509	135	135	135	-0.1024	-0.8489	0.2741	282786810.0000	282829228.0215	-1061420.0000	-1709547.6100	648127.6100	0.9999	0.6106
trail_from0930	202510	223	238	238	-0.0348	-0.6054	0.4126	503707715.0000	472735494.6892	158765.0000	-1000104.0892	1158869.0892	1.0655	7.2993
trail_from0930	202511	373	392	392	-0.0845	-0.8197	0.3432	822034403.0000	782459324.2960	-2080443.0000	-3966649.1745	1886206.1745	1.0506	0.9066
trail_from0930	202512	403	413	413	-0.0629	-0.5941	0.3375	864619762.0000	843936083.4268	-1139137.0000	-3125313.3081	1986176.3081	1.0245	1.7436
trail_from0930	202601	325	347	347	-0.0138	-0.6443	0.4308	726359180.0000	680667834.8625	1136580.0000	-536489.7610	1673069.7610	1.0671	1.4720
trail_from0930	202602	246	270	270	-0.0066	-0.6276	0.4634	559085440.0000	509983876.1085	1112230.0000	-176057.8065	1288287.8065	1.0963	1.1583
trail_from0930	202603	318	342	342	-0.1458	-1.6683	0.3050	705829144.0000	656318016.9376	-4082254.0000	-5696884.1851	1614630.1851	1.0754	0.3955
